Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
132,342,4.01E+01,3.47E+01,250.986,3.86E+01,145.258,4.57E+00
135,342,4.36E+01,4.33E+01,78.108,3.15E+01,342.405,1.19E+01
138,342,4.50E+01,4.19E+01,94.856,4.20E+01,290.163,1.74E+01
141,342,4.68E+01,4.62E+01,124.552,3.74E+01,254.975,1.17E+01
144,342,4.32E+01,4.30E+01,109.277,3.08E+01,359.934,1.28E+01
147,342,3.86E+01,3.76E+01,279.063,3.16E+01,345.254,7.16E+00
150,342,4.46E+01,4.40E+01,258.229,3.56E+01,134.469,1.04E+01
153,342,4.62E+01,4.48E+01,274.889,4.05E+01,93.596,4.00E+01
156,342,4.89E+01,4.85E+01,283.632,3.82E+01,66.552,1.52E+01
159,342,4.60E+01,4.55E+01,271.177,3.57E+01,126.585,1.51E+01
162,342,4.17E+01,4.05E+01,246.944,3.56E+01,104.721,1.10E+01
165,342,4.56E+01,4.53E+01,291.178,3.44E+01,54.829,1.27E+01
168,342,4.72E+01,4.67E+01,338.536,3.72E+01,165.582,2.87E+01
171,342,5.18E+01,5.13E+01,61.189,4.23E+01,217.802,1.79E+01
174,342,5.33E+01,5.26E+01,102.817,4.46E+01,292.001,2.52E+01
177,342,4.95E+01,4.86E+01,189.05,4.22E+01,352.318,1.89E+01
180,342,5.30E+01,5.25E+01,236.999,4.28E+01,56.999,4.00E+01
0,345,1.09E+02,1.09E+02,93.258,9.72E+01,93.258,4.00E+01
3,345,1.04E+02,1.04E+02,81.842,9.20E+01,82.088,4.00E+01
6,345,9.40E+01,9.37E+01,328.193,8.22E+01,327.404,4.00E+01
9,345,9.08E+01,9.05E+01,262.716,7.90E+01,263.495,4.00E+01
12,345,8.81E+01,8.78E+01,134,7.63E+01,133.628,4.00E+01
15,345,7.98E+01,7.95E+01,30.954,6.76E+01,29.9,4.00E+01
18,345,8.11E+01,8.08E+01,292.55,6.93E+01,293.922,4.00E+01
21,345,7.80E+01,7.77E+01,150.501,6.64E+01,148.456,4.00E+01
24,345,7.11E+01,7.08E+01,55.757,5.84E+01,55.974,4.00E+01
27,345,7.44E+01,7.41E+01,301.741,6.29E+01,303.085,4.00E+01
30,345,7.10E+01,7.07E+01,155.28,5.96E+01,149.942,3.24E+01
33,345,6.57E+01,6.55E+01,70.863,5.28E+01,74.627,3.68E+01
36,345,6.95E+01,6.91E+01,301.849,5.84E+01,301.976,4.00E+01
39,345,6.51E+01,6.48E+01,156.085,5.39E+01,145.136,2.59E+01
42,345,6.28E+01,6.25E+01,77.106,5.05E+01,84.483,3.04E+01
45,345,6.57E+01,6.53E+01,296.479,5.53E+01,293.837,3.76E+01
48,345,6.02E+01,5.99E+01,164.376,4.84E+01,144.831,2.15E+01
51,345,6.17E+01,6.13E+01,78.02,5.07E+01,83.828,3.13E+01
54,345,6.22E+01,6.17E+01,293.29,5.24E+01,283.858,2.59E+01
57,345,5.68E+01,5.66E+01,187.11,4.28E+01,174.863,2.76E+01
60,345,6.06E+01,6.01E+01,74.744,5.11E+01,74.89,4.00E+01
63,345,5.81E+01,5.76E+01,299.15,4.85E+01,277.042,1.85E+01
66,345,5.71E+01,5.68E+01,205.508,4.63E+01,213.227,2.87E+01
69,345,5.85E+01,5.77E+01,75.265,5.03E+01,63.802,2.29E+01
72,345,5.50E+01,5.47E+01,325.293,4.24E+01,311.252,2.51E+01
75,345,5.70E+01,5.61E+01,213.308,4.95E+01,212.886,4.00E+01
78,345,5.47E+01,5.41E+01,93.439,4.54E+01,66.83,1.66E+01
81,345,5.47E+01,5.38E+01,347.185,4.72E+01,359.355,2.18E+01
84,345,5.37E+01,5.27E+01,230.064,4.70E+01,209.271,1.66E+01
87,345,5.23E+01,5.16E+01,118.345,4.40E+01,143.86,1.61E+01
90,345,5.15E+01,4.99E+01,6.71,4.66E+01,358.407,2.34E+01
93,345,4.97E+01,4.93E+01,247.861,3.98E+01,292.035,1.32E+01
96,345,4.81E+01,4.57E+01,133.011,4.45E+01,149.599,1.68E+01
99,345,4.77E+01,4.76E+01,13.937,3.30E+01,106.928,1.46E+01
102,345,4.46E+01,4.29E+01,241.461,3.98E+01,296.574,6.52E+00
105,345,4.75E+01,4.73E+01,144.597,3.39E+01,345.444,2.27E+01
108,345,4.26E+01,4.22E+01,2.296,3.28E+01,33.947,1.56E+01
111,345,4.75E+01,4.68E+01,288.288,3.91E+01,166.569,9.58E+00
114,345,4.10E+01,3.62E+01,123.8,3.92E+01,138.34,1.84E+01
117,345,4.47E+01,4.34E+01,68.739,3.88E+01,337.239,4.62E+00
120,345,4.37E+01,3.92E+01,175.125,4.17E+01,294.093,5.28E+00
123,345,4.33E+01,4.32E+01,156.479,2.72E+01,159.623,4.00E+01
126,345,4.35E+01,4.22E+01,332.742,3.77E+01,83.58,5.59E+00
129,345,4.87E+01,4.86E+01,296.193,3.36E+01,131.719,2.66E+01
132,345,3.90E+01,3.45E+01,249.572,3.70E+01,145.536,3.32E+00
135,345,4.36E+01,4.34E+01,78.539,3.00E+01,343.338,1.35E+01
138,345,4.42E+01,4.18E+01,94.66,4.04E+01,290.222,1.74E+01
141,345,4.67E+01,4.63E+01,124.324,3.59E+01,255.014,1.32E+01
144,345,4.33E+01,4.32E+01,109.065,2.93E+01,359.41,1.45E+01
147,345,3.85E+01,3.78E+01,277.523,3.02E+01,346.007,8.52E+00
150,345,4.45E+01,4.41E+01,258.066,3.41E+01,134.145,1.19E+01
153,345,4.59E+01,4.49E+01,275.421,3.90E+01,93.842,3.91E+01
156,345,4.89E+01,4.86E+01,283.146,3.67E+01,66.319,1.68E+01
159,345,4.60E+01,4.57E+01,270.865,3.42E+01,126.041,1.67E+01
162,345,4.13E+01,4.04E+01,249.637,3.41E+01,105.743,1.23E+01
165,345,4.56E+01,4.54E+01,292.118,3.27E+01,54.759,1.43E+01
168,345,4.71E+01,4.68E+01,337.963,3.56E+01,165.544,2.94E+01
171,345,5.18E+01,5.14E+01,61.147,4.08E+01,217.755,1.92E+01
174,345,5.32E+01,5.28E+01,103.394,4.31E+01,292.429,2.66E+01
177,345,4.94E+01,4.87E+01,189.05,4.07E+01,352.37,2.01E+01
180,345,5.30E+01,5.27E+01,236.999,4.12E+01,56.999,4.00E+01
0,348,1.09E+02,1.09E+02,93.258,9.53E+01,93.258,4.00E+01
3,348,1.04E+02,1.04E+02,81.829,9.01E+01,82.075,4.00E+01
6,348,9.40E+01,9.38E+01,328.323,8.03E+01,327.538,4.00E+01
9,348,9.08E+01,9.06E+01,262.647,7.71E+01,263.426,4.00E+01
12,348,8.81E+01,8.79E+01,134.373,7.45E+01,133.999,4.00E+01
15,348,7.99E+01,7.97E+01,30.777,6.58E+01,29.722,4.00E+01
18,348,8.11E+01,8.09E+01,292.892,6.74E+01,294.245,4.00E+01
21,348,7.80E+01,7.78E+01,150.837,6.45E+01,148.765,4.00E+01
24,348,7.11E+01,7.09E+01,56.146,5.64E+01,56.317,4.00E+01
27,348,7.44E+01,7.42E+01,301.882,6.10E+01,303.207,4.00E+01
30,348,7.10E+01,7.08E+01,155.014,5.77E+01,149.696,3.42E+01
33,348,6.56E+01,6.55E+01,70.66,5.08E+01,74.471,3.85E+01
36,348,6.94E+01,6.92E+01,301.363,5.64E+01,301.607,4.00E+01
39,348,6.52E+01,6.49E+01,154.852,5.21E+01,144.257,2.80E+01
42,348,6.29E+01,6.27E+01,75.681,4.86E+01,83.227,3.20E+01
45,348,6.58E+01,6.56E+01,296.717,5.34E+01,293.973,3.90E+01
48,348,6.01E+01,5.99E+01,164.834,4.64E+01,145.07,2.32E+01
51,348,6.16E+01,6.14E+01,77.725,4.87E+01,83.641,3.29E+01
54,348,6.21E+01,6.18E+01,293.259,5.05E+01,283.717,2.75E+01
57,348,5.69E+01,5.68E+01,186.725,4.10E+01,174.583,2.95E+01
60,348,6.05E+01,6.02E+01,74.886,4.92E+01,74.977,4.00E+01
63,348,5.80E+01,5.77E+01,299.066,4.65E+01,277.13,2.03E+01
66,348,5.71E+01,5.69E+01,205.423,4.43E+01,213.037,3.06E+01
69,348,5.83E+01,5.79E+01,75.118,4.84E+01,63.805,2.45E+01
72,348,5.50E+01,5.48E+01,325.191,4.05E+01,310.824,2.68E+01
75,348,5.68E+01,5.63E+01,213.149,4.76E+01,212.767,4.00E+01
78,348,5.46E+01,5.42E+01,93.25,4.35E+01,66.576,1.83E+01
81,348,5.45E+01,5.40E+01,347.016,4.53E+01,359.084,2.34E+01
84,348,5.35E+01,5.28E+01,229.877,4.51E+01,209.117,1.80E+01
87,348,5.21E+01,5.17E+01,118.228,4.21E+01,143.402,1.78E+01
90,348,5.11E+01,5.00E+01,6.448,4.47E+01,358.283,2.44E+01
93,348,4.97E+01,4.94E+01,247.732,3.79E+01,291.55,1.50E+01
96,348,4.75E+01,4.58E+01,132.592,4.26E+01,149.389,1.72E+01
99,348,4.78E+01,4.77E+01,13.554,3.11E+01,105.896,1.66E+01
102,348,4.42E+01,4.31E+01,241.16,3.80E+01,296.598,7.79E+00
105,348,4.76E+01,4.75E+01,144.528,3.21E+01,344.838,2.48E+01
108,348,4.27E+01,4.24E+01,2.375,3.08E+01,34.458,1.75E+01
111,348,4.74E+01,4.70E+01,288.305,3.73E+01,166.588,1.14E+01
114,348,3.98E+01,3.63E+01,124.306,3.72E+01,138.474,1.82E+01
117,348,4.44E+01,4.35E+01,68.93,3.70E+01,336.462,6.56E+00
120,348,4.27E+01,3.94E+01,174.598,3.99E+01,293.846,4.67E+00
123,348,4.34E+01,4.33E+01,155.848,2.52E+01,159.981,4.00E+01
126,348,4.31E+01,4.22E+01,333.493,3.58E+01,83.205,7.26E+00
129,348,4.87E+01,4.86E+01,295.9,3.16E+01,131.893,2.83E+01
132,348,3.79E+01,3.47E+01,245.502,3.51E+01,145.202,1.60E+00
135,348,4.34E+01,4.32E+01,79.845,2.83E+01,345.319,1.49E+01
138,348,4.34E+01,4.17E+01,94.037,3.85E+01,290.218,1.76E+01
141,348,4.67E+01,4.65E+01,124.242,3.40E+01,255.168,1.51E+01
144,348,4.35E+01,4.34E+01,109.919,2.76E+01,359.372,1.64E+01
147,348,3.86E+01,3.82E+01,276.754,2.83E+01,347.033,1.05E+01
150,348,4.45E+01,4.43E+01,258.484,3.22E+01,134.322,1.39E+01
153,348,4.56E+01,4.49E+01,275.552,3.70E+01,94,4.00E+01
156,348,4.89E+01,4.87E+01,282.614,3.48E+01,66.336,1.87E+01
159,348,4.61E+01,4.59E+01,268.869,3.23E+01,123.933,1.87E+01
162,348,4.09E+01,4.03E+01,252.469,3.22E+01,106.602,1.40E+01
165,348,4.57E+01,4.55E+01,293.774,3.06E+01,55.219,1.64E+01
168,348,4.70E+01,4.68E+01,337.44,3.36E+01,165.549,3.06E+01
171,348,5.18E+01,5.15E+01,61.078,3.90E+01,217.702,2.10E+01
174,348,5.32E+01,5.29E+01,103.89,4.12E+01,292.794,2.84E+01
177,348,4.93E+01,4.89E+01,189.049,3.88E+01,352.414,2.17E+01
180,348,5.30E+01,5.28E+01,236.999,3.93E+01,56.999,4.00E+01
0,351,1.09E+02,1.09E+02,93.258,9.28E+01,93.258,4.00E+01
3,351,1.04E+02,1.04E+02,81.819,8.76E+01,82.064,4.00E+01
6,351,9.40E+01,9.39E+01,328.429,7.79E+01,327.645,4.00E+01
9,351,9.08E+01,9.07E+01,262.56,7.46E+01,263.338,4.00E+01
12,351,8.81E+01,8.80E+01,134.691,7.20E+01,134.316,4.00E+01
15,351,8.00E+01,7.99E+01,30.533,6.34E+01,29.477,4.00E+01
18,351,8.11E+01,8.10E+01,293.164,6.50E+01,294.501,4.00E+01
21,351,7.81E+01,7.80E+01,151.235,6.21E+01,149.139,4.00E+01
24,351,7.10E+01,7.09E+01,56.701,5.39E+01,56.822,4.00E+01
27,351,7.43E+01,7.42E+01,301.956,5.84E+01,303.255,4.00E+01
30,351,7.09E+01,7.08E+01,154.426,5.51E+01,149.157,3.66E+01
33,351,6.55E+01,6.54E+01,69.722,4.81E+01,73.694,4.00E+01
36,351,6.94E+01,6.92E+01,300.488,5.40E+01,300.936,4.00E+01
39,351,6.53E+01,6.52E+01,154.33,4.98E+01,143.975,3.06E+01
42,351,6.31E+01,6.30E+01,75.284,4.63E+01,82.706,3.46E+01
45,351,6.58E+01,6.57E+01,297.3,5.10E+01,294.31,4.00E+01
48,351,6.00E+01,5.99E+01,164.616,4.39E+01,144.832,2.56E+01
51,351,6.16E+01,6.15E+01,77.335,4.63E+01,83.361,3.51E+01
54,351,6.21E+01,6.19E+01,293.346,4.81E+01,283.729,2.97E+01
57,351,5.70E+01,5.69E+01,186.415,3.86E+01,174.043,3.18E+01
60,351,6.05E+01,6.03E+01,74.802,4.68E+01,74.863,4.00E+01
63,351,5.80E+01,5.78E+01,299.04,4.41E+01,277.515,2.28E+01
66,351,5.71E+01,5.69E+01,205.497,4.18E+01,213.182,3.29E+01
69,351,5.82E+01,5.80E+01,75.016,4.60E+01,63.678,2.66E+01
72,351,5.50E+01,5.49E+01,325.125,3.80E+01,310.836,2.92E+01
75,351,5.67E+01,5.64E+01,213.012,4.51E+01,212.689,4.00E+01
78,351,5.45E+01,5.43E+01,93.253,4.10E+01,66.5,2.06E+01
81,351,5.44E+01,5.41E+01,346.867,4.28E+01,358.801,2.56E+01
84,351,5.33E+01,5.29E+01,229.798,4.26E+01,209.095,2.00E+01
87,351,5.20E+01,5.18E+01,118.129,3.96E+01,143.18,2.01E+01
90,351,5.07E+01,5.01E+01,6.353,4.22E+01,358.192,2.61E+01
93,351,4.96E+01,4.95E+01,247.646,3.54E+01,291.086,1.75E+01
96,351,4.69E+01,4.59E+01,132.455,4.02E+01,149.237,1.84E+01
99,351,4.78E+01,4.78E+01,13.315,2.85E+01,105.183,1.93E+01
102,351,4.39E+01,4.32E+01,240.658,3.56E+01,296.297,9.82E+00
105,351,4.77E+01,4.76E+01,144.157,2.95E+01,344.758,2.73E+01
108,351,4.27E+01,4.25E+01,2.799,2.84E+01,35.201,1.98E+01
111,351,4.73E+01,4.71E+01,288.638,3.48E+01,166.229,1.39E+01
114,351,3.86E+01,3.61E+01,124.868,3.49E+01,138.718,1.84E+01
117,351,4.39E+01,4.34E+01,69.462,3.44E+01,336.112,9.04E+00
120,351,4.18E+01,3.99E+01,175.696,3.74E+01,293.555,5.07E+00
123,351,4.38E+01,4.37E+01,157.297,2.23E+01,160.328,4.00E+01
126,351,4.26E+01,4.21E+01,332.236,3.32E+01,82.845,9.57E+00
129,351,4.87E+01,4.86E+01,294.563,2.91E+01,131.237,3.05E+01
132,351,3.71E+01,3.53E+01,243.05,3.25E+01,144.353,3.06E+00
135,351,4.32E+01,4.31E+01,79.86,2.60E+01,346.489,1.71E+01
138,351,4.29E+01,4.19E+01,92.83,3.61E+01,289.782,1.84E+01
141,351,4.69E+01,4.67E+01,123.762,3.17E+01,254.747,1.76E+01
144,351,4.37E+01,4.36E+01,111.33,2.54E+01,0.033,1.89E+01
147,351,3.90E+01,3.88E+01,276.982,2.59E+01,348.537,1.34E+01
150,351,4.45E+01,4.43E+01,260.714,2.98E+01,135.722,1.64E+01
153,351,4.53E+01,4.49E+01,275.25,3.45E+01,94.038,4.00E+01
156,351,4.88E+01,4.88E+01,282.321,3.23E+01,66.751,2.13E+01
159,351,4.62E+01,4.61E+01,265.694,2.98E+01,120.68,2.13E+01
162,351,4.06E+01,4.02E+01,254.607,2.98E+01,106.972,1.64E+01
165,351,4.57E+01,4.57E+01,295.778,2.78E+01,56.068,1.92E+01
168,351,4.70E+01,4.69E+01,337.005,3.11E+01,165.586,3.25E+01
171,351,5.18E+01,5.16E+01,61,3.65E+01,217.652,2.34E+01
174,351,5.32E+01,5.30E+01,104.291,3.88E+01,293.088,3.09E+01
177,351,4.92E+01,4.90E+01,189.048,3.64E+01,352.45,2.40E+01
180,351,5.30E+01,5.29E+01,236.999,3.69E+01,56.999,4.00E+01
0,354,1.09E+02,1.09E+02,93.258,8.93E+01,93.258,4.00E+01
3,354,1.04E+02,1.04E+02,81.811,8.41E+01,82.056,4.00E+01
6,354,9.40E+01,9.40E+01,328.506,7.44E+01,327.724,4.00E+01
9,354,9.08E+01,9.08E+01,262.478,7.11E+01,263.255,4.00E+01
12,354,8.82E+01,8.81E+01,134.934,6.86E+01,134.557,4.00E+01
15,354,8.01E+01,8.01E+01,30.292,6.01E+01,29.237,4.00E+01
18,354,8.11E+01,8.11E+01,293.336,6.15E+01,294.661,4.00E+01
21,354,7.81E+01,7.80E+01,151.603,5.86E+01,149.491,4.00E+01
24,354,7.10E+01,7.10E+01,57.308,5.04E+01,57.389,4.00E+01
27,354,7.42E+01,7.41E+01,302.003,5.48E+01,303.271,4.00E+01
30,354,7.07E+01,7.06E+01,153.626,5.15E+01,148.419,4.00E+01
33,354,6.53E+01,6.52E+01,68.197,4.44E+01,72.425,4.00E+01
36,354,6.95E+01,6.94E+01,299.494,5.05E+01,300.159,4.00E+01
39,354,6.55E+01,6.55E+01,154.925,4.64E+01,144.571,3.41E+01
42,354,6.32E+01,6.32E+01,76.314,4.29E+01,83.335,3.86E+01
45,354,6.57E+01,6.56E+01,297.436,4.74E+01,294.366,4.00E+01
48,354,6.01E+01,6.00E+01,163.827,4.05E+01,144.493,2.92E+01
51,354,6.17E+01,6.16E+01,77.416,4.28E+01,83.385,3.86E+01
54,354,6.20E+01,6.20E+01,293.184,4.46E+01,283.732,3.32E+01
57,354,5.70E+01,5.70E+01,186.592,3.51E+01,173.966,3.52E+01
60,354,6.05E+01,6.04E+01,74.433,4.33E+01,74.617,4.00E+01
63,354,5.80E+01,5.79E+01,299.311,4.06E+01,277.7,2.61E+01
66,354,5.71E+01,5.70E+01,205.252,3.83E+01,213.292,3.59E+01
69,354,5.81E+01,5.80E+01,75.168,4.25E+01,63.709,2.98E+01
72,354,5.51E+01,5.50E+01,324.97,3.45E+01,310.852,3.28E+01
75,354,5.66E+01,5.64E+01,212.988,4.16E+01,212.602,4.00E+01
78,354,5.45E+01,5.44E+01,93.32,3.75E+01,66.758,2.40E+01
81,354,5.43E+01,5.41E+01,346.786,3.92E+01,358.748,2.88E+01
84,354,5.32E+01,5.30E+01,229.782,3.91E+01,209.15,2.33E+01
87,354,5.20E+01,5.19E+01,118.026,3.60E+01,143.134,2.35E+01
90,354,5.05E+01,5.02E+01,6.348,3.87E+01,358.112,2.89E+01
93,354,4.96E+01,4.96E+01,247.56,3.18E+01,290.891,2.11E+01
96,354,4.64E+01,4.59E+01,132.506,3.67E+01,148.988,2.11E+01
99,354,4.79E+01,4.79E+01,13.341,2.48E+01,104.992,2.31E+01
102,354,4.36E+01,4.33E+01,240.498,3.20E+01,295.32,1.32E+01
105,354,4.77E+01,4.77E+01,143.902,2.57E+01,345.45,3.07E+01
108,354,4.27E+01,4.26E+01,3.038,2.52E+01,34.503,2.32E+01
111,354,4.72E+01,4.71E+01,288.702,3.12E+01,166.375,1.75E+01
114,354,3.74E+01,3.61E+01,123.823,3.14E+01,138.667,1.89E+01
117,354,4.37E+01,4.34E+01,69.031,3.07E+01,336.863,1.27E+01
120,354,4.09E+01,3.99E+01,176.704,3.39E+01,293.732,7.60E+00
123,354,4.38E+01,4.37E+01,158.52,1.85E+01,160.353,4.00E+01
126,354,4.25E+01,4.23E+01,330.474,2.98E+01,83.237,1.33E+01
129,354,4.88E+01,4.88E+01,294.506,2.59E+01,131.187,3.38E+01
132,354,3.64E+01,3.55E+01,245.742,2.91E+01,143.552,6.74E+00
135,354,4.33E+01,4.32E+01,77.33,2.24E+01,345.744,2.08E+01
138,354,4.27E+01,4.23E+01,91.012,3.26E+01,288.79,2.07E+01
141,354,4.71E+01,4.70E+01,123.121,2.83E+01,253.853,2.12E+01
144,354,4.38E+01,4.38E+01,112.414,2.20E+01,1.196,2.24E+01
147,354,3.94E+01,3.94E+01,277.301,2.24E+01,350.533,1.73E+01
150,354,4.44E+01,4.44E+01,264.734,2.64E+01,138.123,1.99E+01
153,354,4.51E+01,4.49E+01,274.781,3.09E+01,94.03,4.00E+01
156,354,4.88E+01,4.88E+01,282.343,2.88E+01,67.455,2.49E+01
159,354,4.64E+01,4.63E+01,262.369,2.62E+01,117.198,2.50E+01
162,354,4.03E+01,4.01E+01,255.738,2.63E+01,106.872,1.99E+01
165,354,4.58E+01,4.58E+01,297.656,2.41E+01,57.033,2.30E+01
168,354,4.70E+01,4.69E+01,336.687,2.76E+01,165.636,3.56E+01
171,354,5.18E+01,5.17E+01,60.93,3.30E+01,217.608,2.68E+01
174,354,5.31E+01,5.31E+01,104.585,3.53E+01,293.302,3.43E+01
177,354,4.92E+01,4.91E+01,189.047,3.29E+01,352.476,2.73E+01
180,354,5.30E+01,5.29E+01,236.999,3.34E+01,56.999,4.00E+01
0,357,1.09E+02,1.09E+02,93.258,8.33E+01,93.258,4.00E+01
3,357,1.04E+02,1.04E+02,81.806,7.81E+01,82.052,4.00E+01
6,357,9.41E+01,9.40E+01,328.554,6.84E+01,327.773,4.00E+01
9,357,9.08E+01,9.08E+01,262.42,6.51E+01,263.197,4.00E+01
12,357,8.82E+01,8.82E+01,135.082,6.26E+01,134.705,4.00E+01
15,357,8.02E+01,8.02E+01,30.118,5.41E+01,29.063,4.00E+01
18,357,8.11E+01,8.11E+01,293.419,5.55E+01,294.737,4.00E+01
21,357,7.81E+01,7.81E+01,151.862,5.26E+01,149.74,4.00E+01
24,357,7.10E+01,7.10E+01,57.785,4.43E+01,57.842,4.00E+01
27,357,7.41E+01,7.41E+01,302.043,4.88E+01,303.285,4.00E+01
30,357,7.05E+01,7.05E+01,152.911,4.54E+01,147.755,4.00E+01
33,357,6.51E+01,6.51E+01,66.722,3.82E+01,71.195,4.00E+01
36,357,6.96E+01,6.96E+01,298.727,4.46E+01,299.547,4.00E+01
39,357,6.57E+01,6.57E+01,156.033,4.05E+01,145.549,4.00E+01
42,357,6.33E+01,6.32E+01,77.929,3.70E+01,84.495,4.00E+01
45,357,6.55E+01,6.55E+01,296.955,4.13E+01,294.057,4.00E+01
48,357,6.03E+01,6.02E+01,163.107,3.47E+01,144.42,3.55E+01
51,357,6.17E+01,6.17E+01,78.018,3.68E+01,83.76,4.00E+01
54,357,6.20E+01,6.20E+01,292.795,3.86E+01,283.624,3.94E+01
57,357,5.70E+01,5.70E+01,187.128,2.91E+01,174.45,4.00E+01
60,357,6.04E+01,6.04E+01,73.972,3.72E+01,74.488,4.00E+01
63,357,5.80E+01,5.79E+01,299.895,3.46E+01,277.438,3.17E+01
66,357,5.71E+01,5.71E+01,204.529,3.24E+01,213.034,4.00E+01
69,357,5.81E+01,5.80E+01,75.505,3.64E+01,64.085,3.58E+01
72,357,5.51E+01,5.51E+01,324.7,2.85E+01,310.644,3.90E+01
75,357,5.65E+01,5.64E+01,213.17,3.56E+01,212.357,4.00E+01
78,357,5.45E+01,5.45E+01,93.264,3.15E+01,67.291,3.02E+01
81,357,5.42E+01,5.41E+01,346.657,3.32E+01,358.904,3.44E+01
84,357,5.31E+01,5.30E+01,230.009,3.30E+01,209.241,2.91E+01
87,357,5.19E+01,5.19E+01,117.908,3.00E+01,142.899,2.95E+01
90,357,5.02E+01,5.01E+01,6.357,3.27E+01,358.065,3.44E+01
93,357,4.96E+01,4.96E+01,247.854,2.57E+01,291.001,2.72E+01
96,357,4.61E+01,4.60E+01,132.4,3.05E+01,148.567,2.68E+01
99,357,4.78E+01,4.78E+01,13.614,1.86E+01,104.338,2.93E+01
102,357,4.33E+01,4.32E+01,241.315,2.59E+01,293.717,1.94E+01
105,357,4.76E+01,4.76E+01,144.057,1.94E+01,346.294,3.67E+01
108,357,4.26E+01,4.25E+01,2.494,1.94E+01,32.245,2.93E+01
111,357,4.71E+01,4.70E+01,288.067,2.48E+01,167.597,2.35E+01
114,357,3.69E+01,3.66E+01,122.609,2.53E+01,138.541,2.31E+01
117,357,4.39E+01,4.38E+01,67.033,2.46E+01,337.933,1.92E+01
120,357,3.97E+01,3.94E+01,175.751,2.78E+01,294.401,1.29E+01
123,357,4.32E+01,4.32E+01,157.476,1.27E+01,160.461,4.00E+01
126,357,4.29E+01,4.28E+01,330.279,2.38E+01,84.236,1.99E+01
129,357,4.91E+01,4.91E+01,296.057,2.04E+01,131.988,4.00E+01
132,357,3.57E+01,3.54E+01,251.894,2.32E+01,143.175,1.27E+01
135,357,4.36E+01,4.36E+01,74.219,1.62E+01,343.896,2.73E+01
138,357,4.28E+01,4.27E+01,89.283,2.68E+01,287.706,2.62E+01
141,357,4.73E+01,4.73E+01,122.787,2.24E+01,253.102,2.73E+01
144,357,4.39E+01,4.39E+01,112.877,1.59E+01,2.34,2.85E+01
147,357,3.99E+01,3.98E+01,277.237,1.65E+01,352.378,2.37E+01
150,357,4.44E+01,4.44E+01,268.75,2.06E+01,140.345,2.59E+01
153,357,4.50E+01,4.49E+01,274.426,2.48E+01,94.032,4.00E+01
156,357,4.88E+01,4.88E+01,282.521,2.28E+01,68.118,3.10E+01
159,357,4.65E+01,4.65E+01,259.929,2.02E+01,114.582,3.12E+01
162,357,4.02E+01,4.01E+01,256.108,2.03E+01,106.591,2.58E+01
165,357,4.59E+01,4.59E+01,298.976,1.79E+01,57.804,2.92E+01
168,357,4.69E+01,4.69E+01,336.489,2.15E+01,165.672,4.00E+01
171,357,5.18E+01,5.18E+01,60.881,2.70E+01,217.577,3.28E+01
174,357,5.31E+01,5.31E+01,104.764,2.93E+01,293.43,4.00E+01
177,357,4.91E+01,4.91E+01,189.046,2.69E+01,352.489,3.32E+01
180,357,5.30E+01,5.30E+01,236.999,2.73E+01,56.999,4.00E+01
66,351,-1.21E+02,-1.21E+02,251.571,-1.36E+02,248.434,4.00E+01
69,351,-1.23E+02,-1.23E+02,49.512,-1.35E+02,45.136,3.46E+01
72,351,-1.28E+02,-1.29E+02,200.224,-1.35E+02,204.94,2.98E+01
75,351,-1.32E+02,-1.34E+02,303.791,-1.37E+02,359.883,6.42E+00
78,351,-1.31E+02,-1.32E+02,96.013,-1.38E+02,150.275,8.83E+00
81,351,-1.31E+02,-1.32E+02,298.543,-1.37E+02,308.354,2.30E+01
84,351,-1.29E+02,-1.30E+02,145.285,-1.37E+02,118.522,1.52E+01
87,351,-1.28E+02,-1.29E+02,318.858,-1.36E+02,292.046,1.51E+01
90,351,-1.29E+02,-1.30E+02,91.634,-1.35E+02,99.613,2.46E+01
93,351,-1.25E+02,-1.26E+02,221.195,-1.34E+02,259.198,1.29E+01
96,351,-1.22E+02,-1.23E+02,14.713,-1.31E+02,59.003,1.22E+01
99,351,-1.22E+02,-1.23E+02,167.625,-1.29E+02,225.564,8.10E+00
102,351,-1.24E+02,-1.25E+02,297.933,-1.29E+02,39.002,3.85E+00
105,351,-1.22E+02,-1.23E+02,65.937,-1.29E+02,217.944,1.47E+01
108,351,-1.21E+02,-1.21E+02,220.416,-1.33E+02,41.322,4.00E+01
111,351,-1.22E+02,-1.22E+02,19.117,-1.43E+02,220.346,2.99E+01
114,351,-1.25E+02,-1.26E+02,158.717,-1.41E+02,265.675,1.56E+01
117,351,-1.23E+02,-1.24E+02,278.089,-1.34E+02,91.225,2.93E+01
120,351,-1.21E+02,-1.21E+02,75.339,-1.33E+02,281.719,1.95E+01
123,351,-1.23E+02,-1.24E+02,235.817,-1.40E+02,119.42,1.76E+01
126,351,-1.31E+02,-1.31E+02,326.166,-1.40E+02,76.294,9.33E+00
129,351,-1.23E+02,-1.23E+02,75.732,-1.35E+02,259.949,3.52E+01
132,351,-1.23E+02,-1.23E+02,224.516,-1.41E+02,46.347,4.00E+01
