Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
0,282,1.08E+02,9.40E+01,62.883,1.07E+02,62.883,4.00E+01
3,282,9.11E+01,7.77E+01,45.77,9.09E+01,47.323,4.00E+01
6,282,9.42E+01,8.06E+01,216.381,9.40E+01,216.728,4.00E+01
9,282,9.17E+01,7.80E+01,69.274,9.15E+01,69.112,4.00E+01
12,282,8.70E+01,7.34E+01,278.419,8.68E+01,277.36,4.00E+01
15,282,8.12E+01,6.78E+01,132.102,8.10E+01,129.886,4.00E+01
18,282,7.65E+01,6.35E+01,358.327,7.63E+01,357.714,4.00E+01
21,282,7.56E+01,6.25E+01,220.869,7.54E+01,223.581,3.99E+01
24,282,7.60E+01,6.24E+01,66.38,7.58E+01,68.758,4.00E+01
27,282,7.53E+01,6.15E+01,261.184,7.51E+01,261.734,4.00E+01
30,282,7.33E+01,5.93E+01,93.216,7.31E+01,90.86,4.00E+01
33,282,6.97E+01,5.58E+01,286.474,6.95E+01,279.428,3.23E+01
36,282,6.42E+01,5.13E+01,129.015,6.39E+01,115.632,2.58E+01
39,282,5.91E+01,4.83E+01,353.067,5.87E+01,351.449,4.00E+01
42,282,6.32E+01,5.02E+01,208.6,6.30E+01,216.29,3.07E+01
45,282,6.59E+01,5.16E+01,45.204,6.58E+01,48.473,3.94E+01
48,282,6.61E+01,5.11E+01,233.705,6.59E+01,230.589,4.00E+01
51,282,6.44E+01,4.93E+01,63.486,6.43E+01,51.691,2.91E+01
54,282,6.00E+01,4.59E+01,263.83,5.98E+01,239.344,2.19E+01
57,282,5.41E+01,4.39E+01,124.854,5.37E+01,115.696,2.66E+01
60,282,5.94E+01,4.55E+01,338.145,5.92E+01,347.371,3.00E+01
63,282,6.25E+01,4.66E+01,174.486,6.24E+01,173.978,4.00E+01
66,282,6.24E+01,4.59E+01,8.2,6.23E+01,355.047,2.95E+01
69,282,5.90E+01,4.37E+01,210.694,5.89E+01,183.447,2.22E+01
72,282,5.42E+01,4.25E+01,66.987,5.39E+01,59.882,3.01E+01
75,282,5.93E+01,4.33E+01,277.381,5.92E+01,286.547,3.21E+01
78,282,6.14E+01,4.31E+01,119.099,6.14E+01,114.117,3.96E+01
81,282,5.91E+01,4.18E+01,324.739,5.90E+01,301.375,2.54E+01
84,282,5.31E+01,4.06E+01,176.048,5.28E+01,172.318,3.64E+01
87,282,5.76E+01,3.96E+01,23.514,5.75E+01,49.189,2.53E+01
90,282,5.85E+01,3.78E+01,231.59,5.84E+01,234.656,4.00E+01
93,282,5.16E+01,3.70E+01,80.687,5.14E+01,58.085,2.30E+01
96,282,4.77E+01,3.64E+01,275.226,4.74E+01,359.798,1.10E+01
99,282,5.17E+01,3.37E+01,107.992,5.16E+01,163.662,1.97E+01
102,282,5.12E+01,3.24E+01,333.109,5.12E+01,282.383,2.11E+01
105,282,4.90E+01,3.55E+01,172.823,4.88E+01,68.854,1.37E+01
108,282,4.79E+01,3.30E+01,351.454,4.78E+01,19.152,2.16E+01
111,282,5.50E+01,2.45E+01,232.003,5.50E+01,199.84,3.60E+01
114,282,4.64E+01,3.28E+01,69.384,4.62E+01,27.69,1.71E+01
117,282,5.00E+01,3.38E+01,228.086,4.98E+01,324.24,1.61E+01
120,282,4.92E+01,2.66E+01,121.229,4.92E+01,93.501,2.93E+01
123,282,4.70E+01,3.53E+01,332.206,4.67E+01,214.44,1.26E+01
126,282,4.89E+01,2.73E+01,116.866,4.89E+01,171.248,2.34E+01
129,282,5.16E+01,2.40E+01,86.329,5.16E+01,340.626,2.80E+01
132,282,4.32E+01,3.47E+01,187.216,4.25E+01,308.907,9.69E+00
135,282,4.83E+01,2.03E+01,3.396,4.83E+01,65.683,2.90E+01
138,282,4.74E+01,3.36E+01,303.643,4.72E+01,188.975,1.45E+01
141,282,5.02E+01,2.96E+01,20.831,5.02E+01,137.678,2.16E+01
144,282,4.54E+01,2.71E+01,344.307,4.53E+01,284.96,1.96E+01
147,282,4.11E+01,3.42E+01,130.692,4.01E+01,258.177,8.83E+00
150,282,4.91E+01,2.88E+01,111.372,4.91E+01,329.921,2.44E+01
153,282,4.36E+01,3.17E+01,173.993,4.33E+01,302.101,1.39E+01
156,282,4.38E+01,1.59E+01,122.922,4.38E+01,62.603,2.91E+01
159,282,3.23E+01,3.12E+01,280.636,2.59E+01,196.074,5.30E+00
162,282,4.88E+01,2.42E+01,302.227,4.87E+01,113.618,4.00E+01
165,282,4.04E+01,3.50E+01,306.251,3.90E+01,142.593,1.78E+01
168,282,4.85E+01,2.58E+01,278.362,4.85E+01,112.348,3.51E+01
171,282,4.76E+01,3.72E+01,306.395,4.72E+01,128.683,3.88E+01
174,282,4.42E+01,3.14E+01,330.666,4.39E+01,172.577,2.15E+01
177,282,5.40E+01,3.40E+01,20.095,5.40E+01,124.847,2.03E+01
180,282,6.00E+01,4.64E+01,331.973,5.99E+01,151.973,4.00E+01
0,285,1.08E+02,9.59E+01,62.883,1.07E+02,62.883,4.00E+01
3,285,9.11E+01,7.95E+01,46.125,9.08E+01,47.689,4.00E+01
6,285,9.42E+01,8.25E+01,216.133,9.39E+01,216.475,4.00E+01
9,285,9.17E+01,7.99E+01,68.275,9.14E+01,68.122,4.00E+01
12,285,8.69E+01,7.52E+01,277.193,8.66E+01,276.115,4.00E+01
15,285,8.11E+01,6.96E+01,131.626,8.08E+01,129.354,3.99E+01
18,285,7.65E+01,6.54E+01,357.864,7.62E+01,357.293,4.00E+01
21,285,7.57E+01,6.44E+01,220.412,7.53E+01,223.034,3.84E+01
24,285,7.60E+01,6.43E+01,65.677,7.57E+01,68.02,3.98E+01
27,285,7.53E+01,6.34E+01,260.901,7.51E+01,261.481,4.00E+01
30,285,7.34E+01,6.13E+01,93.052,7.31E+01,90.682,4.00E+01
33,285,6.99E+01,5.79E+01,286.488,6.96E+01,279.572,3.07E+01
36,285,6.44E+01,5.34E+01,131.017,6.40E+01,118.34,2.45E+01
39,285,5.94E+01,5.04E+01,356.079,5.89E+01,356.288,4.00E+01
42,285,6.32E+01,5.20E+01,210.517,6.28E+01,219.043,2.81E+01
45,285,6.58E+01,5.34E+01,45.064,6.55E+01,48.188,3.79E+01
48,285,6.61E+01,5.31E+01,234.172,6.58E+01,230.943,3.82E+01
51,285,6.43E+01,5.11E+01,63.411,6.41E+01,51.509,2.71E+01
54,285,5.99E+01,4.78E+01,264.208,5.96E+01,240.303,2.02E+01
57,285,5.42E+01,4.57E+01,125.133,5.36E+01,115.757,2.49E+01
60,285,5.93E+01,4.74E+01,338.573,5.91E+01,347.606,2.83E+01
63,285,6.25E+01,4.85E+01,174.633,6.23E+01,174.253,4.00E+01
66,285,6.24E+01,4.77E+01,8.072,6.22E+01,355.111,2.78E+01
69,285,5.89E+01,4.56E+01,210.937,5.87E+01,183.644,2.02E+01
72,285,5.42E+01,4.45E+01,67.138,5.38E+01,59.749,2.81E+01
75,285,5.93E+01,4.51E+01,277.897,5.91E+01,286.863,3.05E+01
78,285,6.13E+01,4.50E+01,119.753,6.12E+01,114.061,3.65E+01
81,285,5.89E+01,4.36E+01,325.071,5.88E+01,301.727,2.34E+01
84,285,5.31E+01,4.24E+01,176.146,5.27E+01,173.16,3.68E+01
87,285,5.75E+01,4.14E+01,23.85,5.74E+01,49.386,2.35E+01
90,285,5.83E+01,3.97E+01,231.499,5.83E+01,234.938,4.00E+01
93,285,5.14E+01,3.88E+01,80.254,5.12E+01,58.53,2.14E+01
96,285,4.78E+01,3.83E+01,275.009,4.73E+01,359.848,9.02E+00
99,285,5.16E+01,3.57E+01,108.098,5.15E+01,163.389,1.76E+01
102,285,5.12E+01,3.44E+01,333.114,5.11E+01,282.724,1.90E+01
105,285,4.89E+01,3.75E+01,173.898,4.86E+01,69.267,1.15E+01
108,285,4.79E+01,3.48E+01,353.314,4.77E+01,20.488,2.01E+01
111,285,5.48E+01,2.60E+01,233.315,5.48E+01,200.002,3.40E+01
114,285,4.63E+01,3.48E+01,70.266,4.60E+01,26.588,1.48E+01
117,285,4.99E+01,3.56E+01,229.024,4.97E+01,323.627,1.41E+01
120,285,4.91E+01,2.79E+01,124.189,4.91E+01,94.704,2.75E+01
123,285,4.71E+01,3.72E+01,332.227,4.66E+01,213.47,1.08E+01
126,285,4.89E+01,2.90E+01,111.982,4.88E+01,171.645,2.11E+01
129,285,5.14E+01,2.56E+01,81.686,5.14E+01,340.505,2.60E+01
132,285,4.35E+01,3.65E+01,186.132,4.25E+01,304.988,7.81E+00
135,285,4.80E+01,2.17E+01,16.125,4.80E+01,63.816,2.89E+01
138,285,4.73E+01,3.57E+01,301.897,4.69E+01,187.576,1.21E+01
141,285,5.03E+01,3.17E+01,20.597,5.02E+01,138.558,1.96E+01
144,285,4.55E+01,2.90E+01,346.758,4.54E+01,285.497,1.76E+01
147,285,4.14E+01,3.62E+01,132.063,3.99E+01,261.891,7.73E+00
150,285,4.90E+01,3.08E+01,111.694,4.90E+01,329.816,2.24E+01
153,285,4.40E+01,3.39E+01,174.188,4.35E+01,305.123,1.25E+01
156,285,4.37E+01,1.62E+01,121.324,4.37E+01,65.456,2.91E+01
159,285,3.36E+01,3.28E+01,280.189,2.57E+01,208.595,7.77E+00
162,285,4.87E+01,2.66E+01,304.715,4.87E+01,113.769,3.66E+01
165,285,4.17E+01,3.72E+01,306.874,3.97E+01,144.497,1.66E+01
168,285,4.81E+01,2.70E+01,267.587,4.80E+01,109.705,2.96E+01
171,285,4.79E+01,3.92E+01,306.777,4.72E+01,129.171,3.69E+01
174,285,4.43E+01,3.34E+01,330.259,4.39E+01,171.891,1.98E+01
177,285,5.40E+01,3.60E+01,19.49,5.39E+01,125.161,1.83E+01
180,285,6.00E+01,4.83E+01,331.973,5.97E+01,151.973,4.00E+01
0,288,1.08E+02,9.74E+01,62.883,1.07E+02,62.883,4.00E+01
3,288,9.11E+01,8.11E+01,46.53,9.07E+01,48.106,4.00E+01
6,288,9.42E+01,8.41E+01,215.801,9.38E+01,216.139,4.00E+01
9,288,9.17E+01,8.15E+01,67.249,9.13E+01,67.105,4.00E+01
12,288,8.69E+01,7.67E+01,276.301,8.64E+01,275.206,4.00E+01
15,288,8.11E+01,7.12E+01,131.387,8.07E+01,129.089,3.84E+01
18,288,7.66E+01,6.70E+01,357.552,7.60E+01,356.998,4.00E+01
21,288,7.58E+01,6.60E+01,220,7.53E+01,222.581,3.72E+01
24,288,7.60E+01,6.59E+01,65.019,7.56E+01,67.36,3.84E+01
27,288,7.53E+01,6.49E+01,260.672,7.49E+01,261.23,4.00E+01
30,288,7.34E+01,6.29E+01,92.586,7.30E+01,90.223,3.86E+01
33,288,7.01E+01,5.96E+01,286.324,6.97E+01,279.562,2.94E+01
36,288,6.46E+01,5.51E+01,131.131,6.41E+01,118.664,2.33E+01
39,288,6.02E+01,5.24E+01,357.001,5.94E+01,357.434,4.00E+01
42,288,6.35E+01,5.37E+01,212.274,6.30E+01,221.196,2.64E+01
45,288,6.57E+01,5.48E+01,46.21,6.53E+01,49.41,3.63E+01
48,288,6.60E+01,5.46E+01,234.338,6.57E+01,230.799,3.59E+01
51,288,6.42E+01,5.27E+01,63.871,6.39E+01,52.026,2.56E+01
54,288,5.98E+01,4.93E+01,264.2,5.94E+01,240.318,1.87E+01
57,288,5.43E+01,4.73E+01,125.852,5.33E+01,116.09,2.33E+01
60,288,5.93E+01,4.89E+01,338.8,5.89E+01,347.871,2.69E+01
63,288,6.24E+01,5.00E+01,174.756,6.22E+01,174.572,4.00E+01
66,288,6.23E+01,4.93E+01,8.355,6.21E+01,355.353,2.62E+01
69,288,5.88E+01,4.71E+01,211.521,5.85E+01,183.812,1.85E+01
72,288,5.44E+01,4.60E+01,67.56,5.37E+01,60.404,2.71E+01
75,288,5.92E+01,4.67E+01,278.236,5.90E+01,287.323,2.88E+01
78,288,6.13E+01,4.65E+01,120.084,6.11E+01,114.453,3.51E+01
81,288,5.88E+01,4.51E+01,325.195,5.87E+01,301.707,2.18E+01
84,288,5.31E+01,4.40E+01,176.182,5.26E+01,174.121,3.86E+01
87,288,5.75E+01,4.30E+01,23.678,5.73E+01,49.528,2.18E+01
90,288,5.82E+01,4.13E+01,231.456,5.81E+01,234.929,4.00E+01
93,288,5.14E+01,4.05E+01,80.745,5.10E+01,58.813,1.97E+01
96,288,4.81E+01,4.01E+01,275.789,4.74E+01,359.911,7.40E+00
99,288,5.17E+01,3.73E+01,109.472,5.15E+01,163.925,1.62E+01
102,288,5.10E+01,3.60E+01,335.883,5.09E+01,283.272,1.70E+01
105,288,4.88E+01,3.89E+01,175.294,4.84E+01,69.305,9.91E+00
108,288,4.78E+01,3.60E+01,352.31,4.75E+01,21.644,1.81E+01
111,288,5.47E+01,2.74E+01,233.94,5.47E+01,199.865,3.23E+01
114,288,4.62E+01,3.63E+01,69.674,4.57E+01,28.657,1.37E+01
117,288,4.97E+01,3.71E+01,228.985,4.95E+01,324.942,1.25E+01
120,288,4.91E+01,2.95E+01,123.229,4.90E+01,93.514,2.57E+01
123,288,4.69E+01,3.86E+01,332.266,4.62E+01,215.179,8.94E+00
126,288,4.86E+01,3.08E+01,113.929,4.86E+01,171.163,1.93E+01
129,288,5.13E+01,2.66E+01,83.765,5.12E+01,341.813,2.48E+01
132,288,4.36E+01,3.79E+01,186.44,4.22E+01,303.752,6.19E+00
135,288,4.76E+01,2.40E+01,24.292,4.75E+01,63.573,2.75E+01
138,288,4.71E+01,3.73E+01,301.199,4.66E+01,188.373,1.01E+01
141,288,5.02E+01,3.30E+01,21.143,5.01E+01,138.519,1.81E+01
144,288,4.54E+01,3.05E+01,348.6,4.53E+01,286.168,1.59E+01
147,288,4.16E+01,3.75E+01,132.85,3.94E+01,262.295,6.83E+00
150,288,4.88E+01,3.22E+01,112.487,4.87E+01,330.126,2.09E+01
153,288,4.41E+01,3.55E+01,173.952,4.34E+01,306.222,1.12E+01
156,288,4.35E+01,1.44E+01,107.478,4.35E+01,69.075,3.33E+01
159,288,3.48E+01,3.43E+01,279.937,2.56E+01,215.804,9.85E+00
162,288,4.87E+01,2.86E+01,306.591,4.87E+01,113.999,3.34E+01
165,288,4.22E+01,3.88E+01,306.795,3.96E+01,145.71,1.56E+01
168,288,4.77E+01,2.82E+01,259.077,4.77E+01,107.673,2.60E+01
171,288,4.82E+01,4.08E+01,307.143,4.73E+01,129.659,3.54E+01
174,288,4.45E+01,3.51E+01,329.923,4.39E+01,171.211,1.86E+01
177,288,5.40E+01,3.77E+01,18.826,5.39E+01,125.514,1.66E+01
180,288,6.00E+01,4.98E+01,331.973,5.96E+01,151.973,4.00E+01
0,291,1.08E+02,9.87E+01,62.883,1.07E+02,62.883,4.00E+01
3,291,9.11E+01,8.23E+01,46.966,9.05E+01,48.556,4.00E+01
6,291,9.43E+01,8.54E+01,215.386,9.37E+01,215.719,4.00E+01
9,291,9.17E+01,8.28E+01,66.314,9.11E+01,66.179,4.00E+01
12,291,8.68E+01,7.80E+01,275.878,8.62E+01,274.772,4.00E+01
15,291,8.12E+01,7.25E+01,131.307,8.06E+01,129.002,3.72E+01
18,291,7.66E+01,6.83E+01,357.507,7.59E+01,356.955,4.00E+01
21,291,7.59E+01,6.73E+01,219.789,7.52E+01,222.376,3.61E+01
24,291,7.61E+01,6.72E+01,64.841,7.55E+01,67.176,3.73E+01
27,291,7.53E+01,6.62E+01,260.529,7.47E+01,261.023,4.00E+01
30,291,7.34E+01,6.42E+01,92.393,7.29E+01,90.032,3.75E+01
33,291,7.01E+01,6.10E+01,286.169,6.95E+01,279.469,2.84E+01
36,291,6.49E+01,5.65E+01,130.576,6.42E+01,118.061,2.22E+01
39,291,6.07E+01,5.39E+01,356.265,5.96E+01,356.199,4.00E+01
42,291,6.38E+01,5.52E+01,211.99,6.31E+01,220.536,2.57E+01
45,291,6.58E+01,5.63E+01,47.401,6.53E+01,50.699,3.49E+01
48,291,6.59E+01,5.58E+01,234.872,6.55E+01,231.464,3.51E+01
51,291,6.42E+01,5.39E+01,64.368,6.37E+01,52.474,2.44E+01
54,291,5.98E+01,5.05E+01,264.719,5.92E+01,240.285,1.73E+01
57,291,5.45E+01,4.85E+01,126.067,5.32E+01,117.174,2.34E+01
60,291,5.94E+01,5.02E+01,339.253,5.88E+01,348.505,2.56E+01
63,291,6.24E+01,5.13E+01,175.05,6.20E+01,174.6,4.00E+01
66,291,6.22E+01,5.05E+01,8.843,6.19E+01,355.75,2.49E+01
69,291,5.88E+01,4.84E+01,211.673,5.84E+01,183.917,1.73E+01
72,291,5.44E+01,4.73E+01,67.986,5.35E+01,61.151,2.66E+01
75,291,5.92E+01,4.80E+01,278.317,5.88E+01,287.4,2.76E+01
78,291,6.12E+01,4.78E+01,120.161,6.10E+01,114.9,3.43E+01
81,291,5.88E+01,4.65E+01,325.546,5.85E+01,302.214,2.06E+01
84,291,5.32E+01,4.53E+01,176.698,5.24E+01,174.515,3.70E+01
87,291,5.74E+01,4.44E+01,24.429,5.72E+01,50.175,2.05E+01
90,291,5.81E+01,4.26E+01,232.638,5.80E+01,235.451,4.00E+01
93,291,5.13E+01,4.18E+01,82.012,5.08E+01,59.619,1.84E+01
96,291,4.83E+01,4.12E+01,277.039,4.74E+01,1.07,6.21E+00
99,291,5.15E+01,3.84E+01,110.425,5.13E+01,165.072,1.49E+01
102,291,5.09E+01,3.70E+01,336.443,5.07E+01,283.396,1.57E+01
105,291,4.88E+01,4.00E+01,174.925,4.82E+01,68.846,8.61E+00
108,291,4.77E+01,3.74E+01,351.99,4.73E+01,20.841,1.69E+01
111,291,5.46E+01,2.87E+01,233.864,5.45E+01,200.464,3.11E+01
114,291,4.61E+01,3.76E+01,70.277,4.54E+01,28.33,1.22E+01
117,291,4.98E+01,3.84E+01,228.304,4.94E+01,324.87,1.11E+01
120,291,4.88E+01,3.11E+01,121.752,4.88E+01,94.002,2.44E+01
123,291,4.71E+01,3.99E+01,332.151,4.61E+01,214.829,7.72E+00
126,291,4.86E+01,3.22E+01,115.565,4.85E+01,171.788,1.80E+01
129,291,5.12E+01,2.83E+01,87.215,5.12E+01,342.247,2.32E+01
132,291,4.39E+01,3.93E+01,187.935,4.20E+01,306.809,5.37E+00
135,291,4.74E+01,2.55E+01,20.204,4.74E+01,65.095,2.49E+01
138,291,4.70E+01,3.86E+01,301.621,4.63E+01,189.206,8.66E+00
141,291,5.01E+01,3.42E+01,20.825,5.00E+01,138.531,1.69E+01
144,291,4.53E+01,3.18E+01,350.272,4.51E+01,286.09,1.42E+01
147,291,4.19E+01,3.85E+01,132.497,3.91E+01,259.286,6.04E+00
150,291,4.86E+01,3.34E+01,112.915,4.85E+01,330.037,1.96E+01
153,291,4.40E+01,3.66E+01,173.485,4.31E+01,305.661,1.01E+01
156,291,4.33E+01,1.40E+01,95.799,4.33E+01,70.368,3.67E+01
159,291,3.60E+01,3.56E+01,279.862,2.51E+01,217.125,1.17E+01
162,291,4.86E+01,2.97E+01,306.076,4.85E+01,113.593,3.23E+01
165,291,4.24E+01,3.99E+01,306.482,3.89E+01,146.814,1.50E+01
168,291,4.75E+01,2.95E+01,255.267,4.75E+01,106.648,2.38E+01
171,291,4.84E+01,4.22E+01,307.465,4.73E+01,130.134,3.41E+01
174,291,4.47E+01,3.66E+01,329.716,4.40E+01,170.598,1.77E+01
177,291,5.39E+01,3.92E+01,18.134,5.38E+01,125.889,1.51E+01
180,291,6.00E+01,5.11E+01,331.973,5.94E+01,151.973,4.00E+01
0,294,1.08E+02,9.98E+01,62.883,1.07E+02,62.883,4.00E+01
3,294,9.11E+01,8.34E+01,47.417,9.03E+01,49.019,3.96E+01
6,294,9.43E+01,8.65E+01,214.899,9.35E+01,215.226,4.00E+01
9,294,9.17E+01,8.39E+01,65.583,9.09E+01,65.456,4.00E+01
12,294,8.69E+01,7.91E+01,275.899,8.61E+01,274.788,4.00E+01
15,294,8.12E+01,7.37E+01,131.25,8.04E+01,128.938,3.63E+01
18,294,7.66E+01,6.94E+01,357.716,7.57E+01,357.162,4.00E+01
21,294,7.59E+01,6.85E+01,219.909,7.50E+01,222.54,3.51E+01
24,294,7.61E+01,6.83E+01,65.06,7.53E+01,67.375,3.64E+01
27,294,7.53E+01,6.73E+01,260.382,7.45E+01,260.82,4.00E+01
30,294,7.34E+01,6.53E+01,92.41,7.27E+01,90.05,3.65E+01
33,294,7.01E+01,6.20E+01,285.9,6.93E+01,279.182,2.74E+01
36,294,6.50E+01,5.77E+01,130.2,6.41E+01,117.723,2.14E+01
39,294,6.07E+01,5.50E+01,355.288,5.94E+01,354.582,4.00E+01
42,294,6.39E+01,5.64E+01,211.018,6.30E+01,219.046,2.54E+01
45,294,6.60E+01,5.75E+01,47.046,6.53E+01,50.261,3.42E+01
48,294,6.60E+01,5.70E+01,235.774,6.54E+01,232.527,3.45E+01
51,294,6.41E+01,5.50E+01,64.862,6.35E+01,52.679,2.32E+01
54,294,5.97E+01,5.16E+01,265.534,5.90E+01,241.201,1.63E+01
57,294,5.47E+01,4.97E+01,126.639,5.30E+01,118.574,2.37E+01
60,294,5.94E+01,5.14E+01,339.787,5.87E+01,348.804,2.49E+01
63,294,6.23E+01,5.24E+01,175.52,6.19E+01,174.953,4.00E+01
66,294,6.21E+01,5.16E+01,8.911,6.17E+01,355.888,2.38E+01
69,294,5.87E+01,4.95E+01,211.879,5.82E+01,184.589,1.64E+01
72,294,5.45E+01,4.84E+01,68.343,5.33E+01,61.724,2.61E+01
75,294,5.92E+01,4.91E+01,278.669,5.87E+01,287.833,2.64E+01
78,294,6.11E+01,4.90E+01,120.614,6.08E+01,115.105,3.27E+01
81,294,5.87E+01,4.76E+01,326.274,5.83E+01,302.828,1.93E+01
84,294,5.33E+01,4.64E+01,177.427,5.23E+01,175.301,3.65E+01
87,294,5.73E+01,4.54E+01,25.362,5.70E+01,50.595,1.95E+01
90,294,5.80E+01,4.37E+01,233.589,5.78E+01,236.007,4.00E+01
93,294,5.12E+01,4.28E+01,82.452,5.05E+01,60.198,1.74E+01
96,294,4.84E+01,4.22E+01,277.128,4.72E+01,1.764,5.09E+00
99,294,5.14E+01,3.94E+01,110.064,5.11E+01,164.938,1.37E+01
102,294,5.07E+01,3.81E+01,335.048,5.05E+01,283.622,1.47E+01
105,294,4.88E+01,4.12E+01,174.59,4.80E+01,69.304,7.27E+00
108,294,4.78E+01,3.86E+01,352.812,4.72E+01,21.92,1.58E+01
111,294,5.43E+01,3.00E+01,234.265,5.43E+01,200.778,2.95E+01
114,294,4.61E+01,3.87E+01,70.565,4.52E+01,28.557,1.11E+01
117,294,4.97E+01,3.96E+01,229.296,4.93E+01,324.967,9.78E+00
120,294,4.87E+01,3.21E+01,123.543,4.86E+01,94.893,2.30E+01
123,294,4.71E+01,4.11E+01,332.127,4.59E+01,214.585,6.57E+00
126,294,4.87E+01,3.30E+01,114.802,4.86E+01,172.588,1.71E+01
129,294,5.10E+01,3.01E+01,85.494,5.10E+01,341.31,2.11E+01
132,294,4.43E+01,4.04E+01,188.63,4.20E+01,307.681,4.93E+00
135,294,4.73E+01,2.63E+01,18.032,4.73E+01,65.979,2.36E+01
138,294,4.70E+01,3.97E+01,302.466,4.61E+01,189.162,7.54E+00
141,294,4.99E+01,3.52E+01,20.41,4.98E+01,138.564,1.57E+01
144,294,4.51E+01,3.29E+01,350.836,4.48E+01,285.641,1.29E+01
147,294,4.25E+01,3.96E+01,132.036,3.93E+01,259.413,6.13E+00
150,294,4.85E+01,3.47E+01,113.137,4.83E+01,329.683,1.84E+01
153,294,4.42E+01,3.78E+01,172.56,4.31E+01,305.616,9.30E+00
156,294,4.31E+01,1.59E+01,101.317,4.31E+01,69.178,3.26E+01
159,294,3.70E+01,3.68E+01,279.561,2.39E+01,216.417,1.40E+01
162,294,4.83E+01,3.01E+01,302.995,4.82E+01,112.578,3.32E+01
165,294,4.28E+01,4.08E+01,306.52,3.83E+01,148.162,1.48E+01
168,294,4.74E+01,3.07E+01,256.029,4.73E+01,106.606,2.26E+01
171,294,4.87E+01,4.33E+01,307.737,4.72E+01,130.602,3.29E+01
174,294,4.50E+01,3.79E+01,329.661,4.40E+01,170.098,1.70E+01
177,294,5.39E+01,4.04E+01,17.448,5.37E+01,126.271,1.38E+01
180,294,6.00E+01,5.22E+01,331.973,5.93E+01,151.973,4.00E+01
0,297,1.08E+02,1.01E+02,62.883,1.07E+02,62.883,4.00E+01
3,297,9.10E+01,8.43E+01,47.863,9.00E+01,49.479,3.88E+01
6,297,9.44E+01,8.75E+01,214.362,9.34E+01,214.683,4.00E+01
9,297,9.17E+01,8.49E+01,65.143,9.07E+01,65.021,4.00E+01
12,297,8.69E+01,8.01E+01,276.179,8.59E+01,275.068,4.00E+01
15,297,8.12E+01,7.46E+01,131.102,8.02E+01,128.767,3.55E+01
18,297,7.66E+01,7.03E+01,358.032,7.54E+01,357.478,4.00E+01
21,297,7.59E+01,6.94E+01,220.253,7.48E+01,222.947,3.42E+01
24,297,7.60E+01,6.92E+01,65.178,7.50E+01,67.483,3.57E+01
27,297,7.53E+01,6.83E+01,260.219,7.43E+01,260.649,4.00E+01
30,297,7.34E+01,6.62E+01,92.272,7.25E+01,89.913,3.58E+01
33,297,7.01E+01,6.30E+01,285.722,6.91E+01,278.967,2.66E+01
36,297,6.50E+01,5.86E+01,129.881,6.38E+01,117.501,2.08E+01
39,297,6.08E+01,5.59E+01,354.752,5.91E+01,353.639,4.00E+01
42,297,6.38E+01,5.74E+01,210.578,6.27E+01,218.497,2.48E+01
45,297,6.60E+01,5.85E+01,46.108,6.51E+01,49.255,3.35E+01
48,297,6.61E+01,5.81E+01,235.476,6.53E+01,232.209,3.36E+01
51,297,6.42E+01,5.61E+01,65.364,6.34E+01,53.362,2.24E+01
54,297,5.98E+01,5.27E+01,266.062,5.88E+01,242.126,1.56E+01
57,297,5.50E+01,5.07E+01,127.496,5.29E+01,120.048,2.40E+01
60,297,5.95E+01,5.24E+01,339.857,5.86E+01,348.768,2.42E+01
63,297,6.23E+01,5.34E+01,175.747,6.17E+01,175.267,4.00E+01
66,297,6.21E+01,5.27E+01,9.185,6.15E+01,356.117,2.28E+01
69,297,5.87E+01,5.05E+01,212.416,5.80E+01,185.049,1.54E+01
72,297,5.48E+01,4.94E+01,68.789,5.32E+01,62.21,2.56E+01
75,297,5.91E+01,5.01E+01,279.249,5.85E+01,288.114,2.58E+01
78,297,6.10E+01,4.99E+01,121.176,6.06E+01,115.452,3.14E+01
81,297,5.85E+01,4.85E+01,326.749,5.81E+01,303.109,1.83E+01
84,297,5.33E+01,4.73E+01,177.838,5.21E+01,176.153,3.79E+01
87,297,5.72E+01,4.63E+01,25.448,5.69E+01,50.705,1.86E+01
90,297,5.78E+01,4.46E+01,233.406,5.76E+01,235.993,4.00E+01
93,297,5.12E+01,4.37E+01,82.028,5.03E+01,60.314,1.67E+01
96,297,4.86E+01,4.32E+01,276.542,4.71E+01,1.291,3.94E+00
99,297,5.13E+01,4.04E+01,109.875,5.10E+01,164.954,1.25E+01
102,297,5.06E+01,3.93E+01,335.668,5.03E+01,284.071,1.34E+01
105,297,4.87E+01,4.23E+01,175.388,4.76E+01,70.038,5.91E+00
108,297,4.78E+01,3.95E+01,353.576,4.71E+01,22.943,1.49E+01
111,297,5.41E+01,3.12E+01,236.039,5.41E+01,200.897,2.77E+01
114,297,4.61E+01,3.98E+01,71.04,4.50E+01,29.623,1.03E+01
117,297,4.97E+01,4.05E+01,230.195,4.91E+01,325.99,8.66E+00
120,297,4.86E+01,3.32E+01,125.913,4.84E+01,94.492,2.11E+01
123,297,4.70E+01,4.20E+01,332.845,4.53E+01,216.079,5.44E+00
